".smooth",".type",".by",".estimate",".se","woy","elev_band","year","year_round"
"te(woy,elev_band,year)","Tensor product",NA,-1.15442115725814,0.842225391040712,1,824.242424242424,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-0.915661105674788,0.64182186374614,1,824.242424242424,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-2.63318767736628,0.581164084156961,1,824.242424242424,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.5474710917081,0.869507962329936,1,824.242424242424,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,-0.345262003274787,1.63242421432177,1,848.484848484848,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.924645545362342,1.03709266158565,1,848.484848484848,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-1.04708455734184,0.837167563132267,1,848.484848484848,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-0.91938880865248,0.645810982587288,1,848.484848484848,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-2.80789126391323,0.596194915854932,1,848.484848484848,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.47928429555884,0.875682831620347,1,848.484848484848,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,-0.631528803116999,1.65899024173372,1,872.727272727273,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.962564638141993,1.03822505197203,1,872.727272727273,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-0.924765985612514,0.825769971950289,1,872.727272727273,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-0.977941708720986,0.646943937188108,1,872.727272727273,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-2.94887118757158,0.604390253827205,1,872.727272727273,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.40200611926277,0.871431210795287,1,872.727272727273,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,-0.886668659341522,1.67440873797562,1,896.969696969697,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.982151089358083,1.03029474852679,1,896.969696969697,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-0.794763627031548,0.807548733013753,1,896.969696969697,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-1.09086816788848,0.645128460333661,1,896.969696969697,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-3.04912041765555,0.605585105784286,1,896.969696969697,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.32165163138958,0.856553615522122,1,896.969696969697,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,-1.09710367516266,1.67873102960585,1,921.212121212121,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.982251398304389,1.01355091426394,1,921.212121212121,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-0.664309094741048,0.7827032822019,1,921.212121212121,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-1.25526146797944,0.640967940444411,1,921.212121212121,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-3.10295126875363,0.600261729043509,1,921.212121212121,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.24332281205084,0.831755880690225,1,921.212121212121,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,-1.25900585290863,1.67810461148707,1,945.454545454545,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.964004755780895,0.993585615764899,1,945.454545454545,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-0.540245245749499,0.756329720658839,1,945.454545454545,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-1.45387808147365,0.638672432481723,1,945.454545454545,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-3.11238057027573,0.592025129250176,1,945.454545454545,2020,2020
